A Nehra,0,BE Hendricks,2,1,1,0,0,0,0,0,0,2
A Nehra,0,S Vidyut,5,3,0,0,0,3,0,0,0,6
A Nehra,0,Kamran Akmal,9,4,0,0,0,2,0,0,0,6
A Nehra,0,SB Jakati,8,0,2,0,0,0,0,0,0,2
A Nehra,0,Anureet Singh,6,6,3,0,0,0,0,0,1,10
A Nehra,0,RR Sarwan,8,1,1,1,0,0,0,0,1,4
A Nehra,0,Salman Butt,5,5,0,0,0,0,0,1,0,6
A Nehra,0,SP Fleming,5,1,1,0,0,0,0,0,0,2
A Nehra,0,Pankaj Singh,3,0,1,0,0,0,0,0,0,1
A Nehra,0,WPUJC Vaas,7,0,2,1,0,1,0,0,0,4
A Nehra,0,SP Goswami,8,2,2,2,0,0,0,0,0,6
A Nehra,0,Shoaib Malik,7,0,2,0,0,0,0,0,0,2
A Nehra,0,VY Mahesh,3,2,0,1,0,0,0,0,0,3
A Nehra,0,D Wiese,4,5,6,1,0,0,0,0,0,12
A Nehra,0,Parvez Rasool,8,0,1,1,0,0,0,0,0,2
A Nehra,0,LJ Wright,9,0,2,0,0,1,0,0,0,3
A Nehra,0,MN van Wyk,4,4,4,0,0,1,0,0,1,10
A Nehra,0,B Sumanth,8,1,3,0,0,0,0,0,0,4
A Nehra,0,AA Bilakhia,8,6,2,3,0,1,0,0,0,12
A Nehra,0,MF Maharoof,0,3,2,0,0,2,0,0,0,7
A Nehra,0,DNT Zoysa,0,0,1,0,0,0,0,0,0,1
A Nehra,0,GB Hogg,8,0,0,1,0,0,0,0,0,1
A Nehra,0,C de Grandhomme,0,1,0,0,0,0,0,0,0,1
A Nehra,0,JJ Roy,4,1,2,0,0,1,0,0,0,4
A Nehra,0,Basil Thampi,7,0,1,0,0,0,0,0,0,1
A Nehra,0,C Madan,6,7,1,0,0,2,0,0,0,10
UT Yadav,0,AM Rahane,5,16,22,2,0,4,0,3,1,48
UT Yadav,0,R Dravid,5,17,12,2,0,4,0,0,1,36
UT Yadav,0,STR Binny,5,2,0,0,0,2,0,2,2,8
UT Yadav,0,BJ Hodge,5,9,4,1,0,4,0,0,1,19
UT Yadav,0,DA Warner,4,15,11,5,1,4,0,3,3,42
UT Yadav,0,DPMD Jayawardene,5,3,0,0,0,2,0,0,0,5
UT Yadav,0,IK Pathan,5,0,3,0,0,0,0,0,0,3
UT Yadav,0,NV Ojha,5,11,4,0,0,2,0,2,2,21
UT Yadav,0,SR Tendulkar,5,6,5,1,0,1,0,0,1,14
UT Yadav,0,RG Sharma,4,26,24,1,0,15,0,4,2,72
UT Yadav,0,KD Karthik,5,7,8,4,0,9,0,1,1,30
UT Yadav,0,KA Pollard,4,2,10,2,0,1,0,1,1,17
UT Yadav,0,Harbhajan Singh,0,4,3,0,0,1,0,0,1,9
UT Yadav,0,AT Rayudu,5,6,11,0,0,4,0,1,0,22
UT Yadav,0,NLTC Perera,0,1,1,0,0,0,0,0,0,2
UT Yadav,0,N Saini,8,2,0,0,0,0,0,0,1,3
UT Yadav,0,Mandeep Singh,5,5,3,0,0,3,0,0,2,13
UT Yadav,0,SE Marsh,4,4,5,0,0,3,0,0,0,12
UT Yadav,0,DJ Hussey,5,14,8,1,0,0,0,0,2,25
UT Yadav,0,Azhar Mahmood,5,7,1,1,0,1,0,0,1,11
UT Yadav,0,DA Miller,4,14,13,2,0,4,0,3,2,38
UT Yadav,0,MJ Guptill,5,3,2,2,0,1,0,0,0,8
